sentence	predicted_label	True_label
कोल्हान क्षेत्र के डीआईजी मनोज मिश्रा ने बताया कि नक्सलियों ने पूर्वी सिंहभूम के पटमदा ब्लॉक के अंतर्गत बोटा गांव में गुरुवार सुबह बारूदी सुरंग में विस्फोट किया।	FEAR/ANXIETY	FEAR/ANXIETY
भारी हिमपात और हिमस्खलन के चलते कई हाईवे को बंद कर दिया गया है।	SADNESS	SADNESS
navbharat_2004_8_17_818350 पूर्वी चीन में भयंकर तूफान से 164 लोग मरे, 24 लापता - Navbharat Times	SADNESS	SADNESS
लाहुल घाटी में विभिन्न स्थानों पर आधा फुट से लेकर चार-पांच फुट तक बर्फ जमी होने और ताजा हिमपात के चलते दिन में तापमान 12-15 डिग्री शून्य से नीचे चल रहा है, जबकि न्यूनतम तापमान माइनस 25-28 डिग्री सेल्सियस तक है।	SADNESS	SADNESS
यहां से मामले को उच्च सुरक्षा वाली आर्थर रोड जेल के अंदर सुनवाई के लिये गठित स्पेशल कोर्ट में ट्रांसफर कर दिया जाएगा।	FEAR/ANXIETY	NO-EMOTION
परमाणु संयंत्र नियामक ने यह जानकारी दी है।	SADNESS	SADNESS
परमाणु संयंत्र हुआ बंद	SADNESS	SADNESS
केंद्रीय मौसम ब्यूरो ने बताया कि अंतरराष्ट्रीय समयानुसार रात साढ़े नौ बजे तूफान ताइतुंग शहर से 80 किलोमीटर दक्षिणपूर्व में था और यह दस किलोमीटर प्रति घंटा की रफ्तार से उत्तर की ओर बढ़ रहा है।	SADNESS	FEAR/ANXIETY
बल्कि उसे मधुर ध्वनि में परिवर्तित कर सकती है।	SADNESS	JOY
उच्च हिमालयी क्षेत्र में आधी रात को आया बर्फीला तूफान, तेज हवाओं से कई घरों की छत उड़ी	SADNESS	SADNESS
मिसिसिपी और अलबामा में गवर्नरों ने इमर्जेसी घोषित कर दी है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
घायलों को बादशाह खान अस्पताल में भर्ती किया गया है।	JOY	SADNESS
हालांकि इस दौरान गहरे समुद्र में मछली पकड़ने गए करीब 100 मछुआरों को बचा लिया गया है।	JOY	JOY
साथ ही बताया कि शहर में हर रोज 660 मिलियन गैलन पानी की जरूरत है, लेकिन प्रशासन केवल 335 मिलियन गैलेन ही सप्लाई कर पा रहा है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
मोबाइल पर ताजा खबरें, फोटो, वीडियो व लाइव स्कोर देखने के लिए जाएं m.jagran.com पर	NO-EMOTION	NO-EMOTION
मेक्सिको के साथ लगे माया रिवेरिया में हजारों पर्वतारोहियों ने जिम्नेजियम के स्कूलों में पनाह ले रखी है।	SADNESS	SYMPATHY/PENSIVENESS
लोगों ने उपजिलाधिकारी को पांच सूत्रीय मांग पत्र सौंपा और वाराणसी जिले को अविलम्ब सूखा घोषित किये जाने की मांग किया	SADNESS	OPTIMISM
कोहरे के कारण सड़क यातायात बुरी तरह प्रभावित हुआ और इससे ट्रेनों के आवागमन पर भी असर पड़ा है।	SADNESS	SADNESS
इधर, जम्मू में दिन में धूप निकलने से थोड़ी राहत मिली, लेकिन शाम होते ही फिर सर्दी से जोर पकड़ लिया। 	SADNESS	SADNESS
ट्रैकिंग एजेंसी की टीम ने रेस्क्यू अभियान चलाकर पोर्टर के शव को एवलांच से निकालकर गंगोत्री पहुंचाया।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
इसके अलावा 12 लोगों ने मैमनसिंह मेडिकल कॉलेज अस्पताल में दम करीब दस मिनट तक रहे चक्रवात से नेत्रकोण के उलुआटी , कोनिया और कंचनपुर गांवों में सैकड़ों घर , पशुशालाएं और फसल तबाह हो गई।	SADNESS	SADNESS
उसके अनुसार, गुरुवार को न्यूयॉर्क में एक फीट या उससे ज्यादा बर्फबारी हो सकती है।	SADNESS	SADNESS
इससे पूर्व 2013 में 9 जनवरी को न्यूनतम तापमान 4 डिग्री सेल्सियस और अधिकतम 15 डिग्री सेल्सियस रहा था।	SADNESS	SADNESS
उन्होंने बताया कि तूफान के कारण 3 मगरमच्छ पत्थर प्रतिमा गांव में घुस आए थे, लेकिन बाद में ये इच्छामति नदी लौट गए।	SADNESS	SYMPATHY/PENSIVENESS
बच्चों के स्कूल फीस माफ किया जाय, असंगठित खेतिहर मजदूरों को मुआवजा व मनरेगा में काम दिया जाय।	JOY	OPTIMISM
रिपोर्ट के मुताबिक सभी आतंकी ओल्ड टाउन बारामुला, द्रंगबुल और सोपोर के अलग-अलग इलाकों दबोचे गए।	DISGUST	OPTIMISM
निचले इलाकों में भी दिनभर रुक रुककर बूंदाबांदी होती रही।	SADNESS	SADNESS
पटना मौसम विभाग के निदेशक अनिमेश चंद्रा ने बताया कि पूरे राज्य में शीतलहर जाारी है।	SADNESS	SYMPATHY/PENSIVENESS
अपैल से दिसंबर 2001-02 के दौरान खदान विनिर्माण और विद्युत क्षेत्र में क्रमश: 1.1, 2.4 और 2.7 प्रतिशत की विकास दर दर्ज की गई , जो गत वर्ष की समान अवधि में क्रमश: 4.4, 6.0 और 4.8 प्रतिशत थी।	SADNESS	OPTIMISM
अफगानिस्तान के आपदा प्रबंधन एवं मानवीय मामलों के मंत्री के प्रवक्ता उमर मोहम्मदी ने बताया कि देश के 34 में से 22 प्रांतों में बर्फबारी हुई है।	SADNESS	SADNESS
अमेरिका: भारी बर्फबारी की चेतावनी, 48 घंटों में गिर सकती है 23 सेंटीमीटर बर्फ	SADNESS	SADNESS
बीमारों और बुजुर्गों का पूरा दिन रजाइयों में दुबके हुए कट रहा है।	SADNESS	SADNESS
उनके मुताबिक दल के सदस्य तूफानों से हुई क्षति का आकलन कर रहे हैं।	FEAR/ANXIETY	SADNESS
अधिकारियों ने बताया कि कसब के खिलाफ हत्या, हत्या का प्रयास, देश के खिलाफ जंग छेड़ने जैसे मामलों में मुकदमा चलाया जाएगा।	NO-EMOTION	NO-EMOTION
ऑफिशियल्स ने न्यूज एजेंसी से कहा कि साधना टॉप एरिया के पास शुक्रवार को एवलॉन्च आया।	OPTIMISM	SADNESS
हालांकि कुपवाड़ा में आए हिम्सखलन में किसी सेना के जवान के लापता होने की कोई खबर नहीं है।	SADNESS	SADNESS
26 नवंबर के आतंकवादी हमले में अजमल के अलावा क्राइम ब्रांच ने फहीम अंसारी, सबाउद्दीन व इमरान शहजाद को भी गिरफ्तार किया है।	OPTIMISM	OPTIMISM
उच्च हिमालयी क्षेत्रों में रविवार रात दो बजे बर्फीला तूफान आ गया।	SADNESS	SADNESS
कई इलाकों में तटबंध टूट गए हैं।	FEAR/ANXIETY	SADNESS
बाजारों में गर्म वस्त्रों की दुकानों, रेडीमेड गारमेंट स्टोर, शोरूमों में खासी भीड़ दिखाई दी।	SADNESS	NO-EMOTION
पुलिस अधिकारी चौधरी जुल्फिकार ने बताया कि इमामबारगाह के पास एक आत्मघाती हमलावर ने आकर विस्फोट कर दिया।	ANGER	ANGER
जनवरी 2017 में भी कुपवाड़ा, बांदीपोरा, बारामूला, गांदेरबाल, कुलगाम, कारिगल में एवलॉन्च का अलर्ट जारी किया गया था। 	SADNESS	SADNESS
तूफान का सबसे ज्यादा असर मध्य जापान के ओगाकी शहर में देखा गया।	SADNESS	SYMPATHY/PENSIVENESS
मौसम विज्ञान विभाग के उपमहानिदेशक डा. आनंद शर्मा ने बताया कि पश्चिमी विक्षोभ की सक्रियता और अचानक मौसम गर्म होने से बर्फीला तूफान आने की आशंका बन जाती है।	SADNESS	SADNESS
उनके अनुसार अगले छह घंटों में हालांकि चक्रवाती हवाएं कुछ कमजोर होंगी।	SADNESS	OPTIMISM
उन्होंने शहर के लोगों से सड़कों पर नहीं उतरने तथा आगे कुछ बड़े खतरों का सामना करने के लिए पूरी तरह तैयार रहने की भी सलाह दी थी।	SADNESS	SADNESS
वहीं अफगगानिस्तान-ताजिकिस्तान बॉर्डर पर 6.2 तीव्रता के झटके महसूस किए गए थे और भूंकप के बाज बर्फीले तूफान की चेतावनी जारी की गई थी।	SADNESS	SADNESS
ये दबाव कैटेगिरी वन या कैटेगिरी 2 के चक्रवात को टक्कर दे सकता है।	SADNESS	SADNESS
राज्य ब्यूरो, जम्मू : उत्तरी कश्मीर के केरन के परखिन में बॉर्डर रोड आर्गेनाइजेशन का में घायल हो गया।	SADNESS	SADNESS
स्थानीय लोग मलबे में दबे लोगों की खोज में सहायता कर रहे हैं।	OPTIMISM	JOY
उन्होंने कहा, ‘हमें इलाके में आतंकियों की मौजूदगी की खुफिया सूचनाएं मिल रही हैं और हमने इस आधार पर दूसरे सुरक्षा बलों के साथ अभियान शुरू किए हैं।’	DISGUST	OPTIMISM
। अधिक रियों के अनुसार जहाज के दो टुक ड़े हो गए थे,बाद में कुछ यात्रियों को समुद्र कि नारे पड़ा पाया गया था।	OPTIMISM	SADNESS
श्रीनगर, जेएनएन। जम्मू-कश्मीर	NO-EMOTION	NO-EMOTION
धान रोपाई प्रभावित	NO-EMOTION	FEAR/ANXIETY
मकानों को काफी नुकसान पहुंचा था।	SADNESS	SADNESS
इसके बाद वे वाहन से गांव तक जा सकते थे।	SYMPATHY/PENSIVENESS	NO-EMOTION
इसके बावजूद सेना के जवान मुस्तैदी से डटे रहे।	SADNESS	SADNESS
अन्य सरकारी कार्यालय भी शुक्रवार दोपहर से बंद कर दिए गए।	SADNESS	SADNESS
राजस्थान के कई इलाके कड़ाके की सर्दी की चपेट में भीलवाड़ा, अलवर, चुरु, सीकर, श्रीगंगानगर, हनुमानगढ़ और पिलानी जबर्दस्त ठंड की चपेट में है।	SADNESS	SADNESS
पाकिस्तान की सांस्कृतिक राजधानी लाहौर शहर में चक्रवाती तूफान और भारी वर्षा के चलते कम से कम सात लोगों की मौत हो गई और अनेक मकान क्षतिग्रस्त हो गए।	SADNESS	SADNESS
सुरक्षा बलों के साथ मुठभेड़ में मारे गये नौ आतंकवादियों के अलावा चार्ज शीट में लश्कर-ए-तैयबा के यूसुफ मुजम्मिल और जकी-उर-रहमान लखवी के नाम भी शामिल होंगा, जिन्होंने अभियान को अंजाम देने में पाकिस्तान से मदद की।	ANGER	NO-EMOTION
सेना के जवान सतर्क	OPTIMISM	NO-EMOTION
ढाका (वार्ता):	NO-EMOTION	NO-EMOTION
इसके चलते करीब दस लाख लोगों को भारी ठंड में बिना बिजली के रहना पड़ रहा सड़कों पर बर्फ जमा होने से वाहनों के फिसलने के कारण 356 होने की खबर है।	SADNESS	SADNESS
इस मौसम में यह इलाका खाली हो जाता है।	SADNESS	SADNESS
प्रशासन इसकी जानकारी एकत्र कर रहा है।	SADNESS	SADNESS
यहां कम से कम पांच लोग लापता बताए जाते हैं।	SADNESS	SYMPATHY/PENSIVENESS
इस जहाज पर लापता हुए सभी लोगों सहित कु ल २६ यात्री सवार थे।	SADNESS	SADNESS
बर्फ के नीचे दबे मेजर किसी तरह सांस ले पा रहे थे।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
कुदरत के कोप से आने वाले कुछ दिनों तक शक्‍ितशाली देश अमेरिका की व्यवस्थाएं लगभग पंगु रहेंगी।	SADNESS	SADNESS
इन क्रिस्टलों में जब तरंगे प्रवेश करतीं है तो व्यतिकरण और आवर्तन के कारण अपनी तीव्रता खो बैठतीं हैं।	SADNESS	NO-EMOTION
वहीं उत्तर प्रदेश में पिछले दो-तीन दिन से जारी बूंदाबांदी के बाद रविवार को निकली धूप ने लोगों की राहत दी।	JOY	JOY
इनमें से १६लोगों को बचा लिया गया है जबकि नौ लोग अभी भी लापता हैं।	JOY	SADNESS
ठंड से बचाव जरूरी: डा. सहरावत	JOY	NO-EMOTION
असमान धरातल दिल्ली समान धरातल पर बसी हुई नहीं है।	FEAR/ANXIETY	NO-EMOTION
बरेली जिले में यही एक तालाब है जो लोगों के श्रमदान से लबालब है।	OPTIMISM	OPTIMISM
न्यूयॉर्क, कनेक्टीकट और मैसाचुसैट्स में सड़कों पर वाहन चलाने पर प्रतिबंध लगाया गया है।	SADNESS	SADNESS
धमाका भारतीय समय अनुसार दिन में 1.50 बजे हुआ। पिछले	SADNESS	SADNESS
में हिमस्खलन से भारी नुकसान हुआ है।	SADNESS	SADNESS
डा.भीमराव अंबेडकर विशवविद्यालय के पर्यावरणविद् प्रो. डी.पी. सिंह बताते हैं कि जमीन के भीतर टेक्टॅनिक प्लेटें होतीं हैं, जिनके बीच दरारें होतीं हैं।	OPTIMISM	NO-EMOTION
छुट्टियों के इस मौसम में दोपहर से शाम तक कालोनियों के पार्कों में बच्चों की भीड़ रहती थी वहां भी खामोशी छाई रही।	JOY	SADNESS
पिछले दो दिनों में मैक्सिमम टेम्परेचर 18.6 डिग्री से लुढ़ककर 9.2 डिग्री पर आ गया।	SADNESS	SADNESS
डॉक्टरों के भी कथिततौर पर मौके पर होने की बात कही जा रही है।	OPTIMISM	OPTIMISM
इन दिनों शरीर के सभी अंगो को गर्म वस्त्रों से ढके रखना जरूरी है।	SADNESS	NO-EMOTION
मारा गया आम नागरिक शिविर के अंदर जेनरेटर संचालक के रूप में काम करता था।	SADNESS	SADNESS
नई दिल्ली (भाषा): देश के विभिन्न हिस्सों तथा पड़ोसी देश बांग्लादेश की राजधानी ढाका में मंगलवार को आए भयंकर आंधी-तूफान के कारण आठ व्यक्तियों की मौत हो गई जबकि करीब सौ लोग घायल हो गए।	JOY	SYMPATHY/PENSIVENESS
मौसम का पूर्वानुमान लगाने वालों के मुताबिक, लोगों को अक्‍सर वास्‍तविक तापमान के मुकाबले ज्‍यादा ठंड महसूस होती है।	JOY	SYMPATHY/PENSIVENESS
भीषण ठंड में बिजली गुल होने से खासतौर पर ग्रामीण इलाकों में रहने वाले लोगों को खासी दिक्कतों का सामना करना पड़ रहा है।	SADNESS	SADNESS
भगवान परशुराम चौक, डा. अंबेडकर चौक, फोरलेन के आसपास के बाजारों इत्यादि में दिन भर छोटे वाहन रेंग रेंग कर चलते नजर आए।	SADNESS	SADNESS
रिमझिम बारिश से लोग उत्साहित दिख रहे थे।	FEAR/ANXIETY	JOY
वायु सेना के प्रवक्ता ने बताया कि लुजान द्वीप के पूर्वी तट पर स्थित रिअल शहर में 14 लोग मारे गए जबकि 14 अन्य घायल हैं।	SADNESS	SADNESS
सेना ने विशेष बचाव दल को भी मौके पर भेज दिया है।	SADNESS	SADNESS
घने कोहरे की वजह से विजिबिलिटी काफी कम रही।	SADNESS	SADNESS
इसके चलते लोगों को खराब मौसम और भारी बर्फबारी का सामना करना पड़ रहा है।	SADNESS	SADNESS
करीब 60 हवाई अड्डों पर हजारों उड़ानें रद हो चुकी हैं।	SADNESS	SADNESS
पिछले तूफानों से हुए नुकसान को देखते हुए लोग एक बार फिर आशंकित हैं।	SADNESS	SADNESS
उन्होंने बताया कि हिमस्खलन के चलते दो गांव जमींदोज हो इसके अलावा रविवार को पाकिस्तान के शेर शाह इलाके के चित्राल में हिमस्खलन से कम से कम 25 घर मलबे में तब्दील हो गए और पांच घर क्षतिग्रस्त हो गए।	SADNESS	SADNESS
प्राकृतिक आपदा मंत्रालय के प्रवक्ता मोहम्मद उमर मोहम्मदी ने बताया कि पिछले तीन दिन की भीषण बर्फबारी के बाद हुए हिमस्खलन की सबसे ज्यादा चपेट में अफगानिस्तान के मध्य और पूर्वोत्तर प्रांत आए।	SADNESS	SADNESS
श्रीनगर में अधिकतम तापमान 7.9 व न्यूनतम माइनस 3.2 डिग्री सेल्सियस रिकॉर्ड किया गया।	SADNESS	SADNESS
दोनों की हालत स्थिर है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
जबकि 12 फरवरी को कुछ विदेशी पर्यटको को सेना ने बर्फबारी के दौरान बचाया था।	OPTIMISM	SYMPATHY/PENSIVENESS
पिछले कुछ दिनों में पाकिस्तान में आतंकी वारदातों में तेजी आई है।	FEAR/ANXIETY	SADNESS
उल्लेखनीय है कि अगले हफ्ते से मुस्लिमों का पवित्र रमजान का महीना शुरु होने वाला है।	SADNESS	NO-EMOTION
उसके बाद उन्हें नजदीकी अस्पताल में भर्ती कराया गया था।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
गुरेज में तीन और नौगाम में दो सैनिकों का कोई सुराग नहीं मिल रहा है।	SADNESS	SADNESS
केदारताल ट्रैक पर एवलांच में दफन हुए नेपाली पोर्टर का शव बृहस्पतिवार को मिल गया है।	SADNESS	SADNESS
तीनों बच्चे दस फीट बर्फ के नीचे दब गए थे।लेकिन,	SADNESS	SADNESS
अटलांटा।	NO-EMOTION	NO-EMOTION
उनकी हालत स्थिर है।	SADNESS	SADNESS
यह भी पढ़ें: सलमान व शिल्पा के खिलाफ दायर मामले में गवाहों के बयान जिला              अधिकतम        न्यूनतम	FEAR/ANXIETY	NO-EMOTION
व्हाइट हाउस प्रवक्ता के अनुसार लगभग 8 हजार राष्ट्रीय सुरक्षा गार्डों को राहत और बचाव अभियान में लगाया गया है।	JOY	JOY
नोट : तापमान डिग्री सेल्सियस में है।	SADNESS	NO-EMOTION
इसके बाद से ही सुपरमार्केट में खाने-पीने के सामनों को खरीदने वालों की लंबी कतारें लग गईं।	SADNESS	SADNESS
शनिवार को एक मीडिया रिपोर्ट में यह जानकारी दी गई है।	NO-EMOTION	NO-EMOTION
इसके चलते कई परिवारों को सुरक्षित स्थानों पर भेजा गया लेकिन कुछ परिवार वहीं रह गए थे।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
यहां पिछली बार आए भूकंप के कारण दरारें पड़ जाने से लोग दहशत में थे।	SADNESS	SADNESS
गांव प्रधान सत्यवीर गंगवार बताते हैं कि जिस तालाब में गांव वालों ने काम किया वह सरकारी तालाब नहीं है, लेकिन श्रमदान से सूरत बदल गई।	OPTIMISM	OPTIMISM
बीस दमकलों को मौके पर भेजा गया।	SYMPATHY/PENSIVENESS	OPTIMISM
ढाका (रॉयटर्स): उत्तरी बांग्लादेश में रविवार रात से जारी भीषण चक्रवाती तूफान में कम से कम 35 लोग मारे गए और 500 घायल हो गए।	SADNESS	SADNESS
विभाग ने रविवार को कहा कि शनिवार की रात से चेन्नई में लगभग १८८.८ मिलीमीटर वर्षा हुई है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
तीन सप्ताह पहले इसी स्थान पर फ्रांसिस नामक तूफान आया था।	SADNESS	SYMPATHY/PENSIVENESS
एक अधिकारी ने बताया, पोलिमोथ स्थित परमाणु ऊजा संयंत्र बंद हो गया है।	SADNESS	SADNESS
जापान में पिछले एक दशक में आए अब तक के सबसे भीषण चक्रवात में 31 लोग मारे गए और कम से कम 39 लोग लापता हैं।	SADNESS	SADNESS
दोनों का इलाज चल रहा है।	SADNESS	SYMPATHY/PENSIVENESS
तब गंगोत्री से गई रेस्क्यू टीम ने शेष पर्यटकों को सुरक्षित गंगोत्री पहुंचाया था।	OPTIMISM	OPTIMISM
जो इस हादसे में घायल हुए हैं, मैं उनके जल्द ठीक होने की कामना करता हूं।’	SADNESS	SYMPATHY/PENSIVENESS
इनमें एक भारतीय है।	SADNESS	SADNESS
इसके चलते रविवार को सरकारी दफ्तरों को बंद कर दिया गया।	SADNESS	SADNESS
इसका प्रेशर बड़ी ही तेजी से कम हो जाता है।	SADNESS	SADNESS
मौसम विभाग ने पांच करोड़ से ज्यादा की आबादी पर तूफान का असर होने की आशंका जताई है।	SADNESS	SADNESS
मेजर श्रीहरि कुगजी उस वक्त बैरक में ही थे।	SADNESS	SADNESS
वाशिंगटन।	NO-EMOTION	NO-EMOTION
झेजियांग प्रांत में कम-से-कम नौ लोगों की मौत हो गई है, जबकि 50 लाख लोग बुरी तरह प्रभावित हुए हैं।	SADNESS	SYMPATHY/PENSIVENESS
स्टेडियम के करीब लिबर्टी गोल चक्कर के पास करीब 12 बंदूकधारियों ने बस को घेरकर अंधाधुंध फायरिंग शुरू कर दी।	SADNESS	FEAR/ANXIETY
सुबह विजिबिलिटी शून्य, मगर दोपहर में 200 मीटर थी।	SADNESS	SYMPATHY/PENSIVENESS
बता दें कि बीते रविवार को इंडिया हाइक ग्रुप का 41 सदस्यीय पर्यटक दल केदारताल की ट्रैकिंग पर गया था।	SADNESS	SADNESS
उन्होंने कहा कि चारों जवानों के शव को जरूरी मेडिकल औपचारिकताओं को पूरी करने के बाद उनके परिजनों को सौंप दिया जाएगा।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
महराज को बचाया नहीं जा सका।	SADNESS	SYMPATHY/PENSIVENESS
दूसरी तरफ, राजधानी टोक्यो में बर्फ की मोटी चादर बिछने से जनजीवन चरमरा यातायात गड़बड़ा गया है, सभी उड़ानें रद कर दी गई हैं और पटरियों पर बर्फ की परत छा जाने के कारण रेल संचालन भी रोकना पड़ा है।	SADNESS	SADNESS
ताजा बर्फ पर यदि थोड़ी सी गर्मी का असर होने लगे तो वह तूफान का रूप ले लेता है।	SADNESS	SADNESS
पूर्व राष्ट्रपति मोहम्मद मुर्सी के शासन के खिलाफ व्यापक विरोध के चलते सेना द्वारा वर्ष 2013 में उन्हें पद से हटा दिए जाने के बाद से पुलिस और सैन्य बलों को निशाना बनाकर किए जाने वाले हमलों में तेजी आई है।	OPTIMISM	DISGUST
साथ ही साथ भारत में भी चेतावनी जारी की गई है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
तूफान से बिजली आपूर्ति पूरी तरह ठप हो गई थी जिससे साढे तीन लाख लोगों को अंधेरे में रातें गुजारनी राष्ट्रपति बराक ओबामा ने जॉर्जिया, अलबामा, नार्थ कैरोलिना, साउथ कैरोलिना और मिसीसिपी में आपात मौसम की घोषणा की है और वहां के गवर्नरों को एहतियात बरतने के आदेश दिए हैं।	SADNESS	SADNESS
इस तरह का हमला बिल्कुल भी बर्दाश्त नहीं किया जाएगा।	NO-EMOTION	OPTIMISM
अभी तक बर्फीले तूफान से कहीं से नुकसान की सूचना नहीं है।	SADNESS	SADNESS
केदारताल ट्रैक पर एवलांच में दफन हुए नेपाली पोर्टर का शव बृहस्पतिवार को मिल गया है।	SADNESS	SADNESS
लोगों ने जमकर जरूरी सामानों की खरीदारी की।	SURPRISE	SURPRISE
स्थानीय प्रशासन मंत्री स्टालीन ने इस प्राकृतिक आपदा से निपटने के लिए १२ प्रशासनिक अधिकारियों की अतिरिक्त तैनाती की है।	OPTIMISM	JOY
लोकसभा के प्रथम चरण के मतदान के लिए इस महीने की 16 तारीख को राज्य की सभी 11 लोकसभा सीटों के लिए मतदान होगा और नक्सलियों ने मतदान का बहिष्कार करने की घोषणा की है।	ANGER	ANGER
आईआईटी के सिविल इंजीनियरिंग विभाग के प्रोफेसर और भूकंप मामलों के विशेषज्ञ प्रो. सुधीर कुमार जैन ने कहा इसका कोई ठोस वैज्ञानिक आधार नहीं है।	SADNESS	SADNESS
बेटे की शहादत की खबर मिलने के बाद से ही उन्होंने किसी से बात तक नहीं की है।	SADNESS	SADNESS
गुरेज में रविवार से ही लगातार बर्फबारी हो रही है।	SADNESS	SADNESS
सूखाग्रस्त क्षेत्र के लिए अभी तक कोई कारगर योजना भी नहीं बनी।	JOY	DISGUST
लगभग ३१ हजार ४०० मकान ढ़ह गए हैं।	SADNESS	SYMPATHY/PENSIVENESS
मनाली में भी बर्फ के फाहे लाहौल स्पीति के तिंदी में पांच इंच, उदयपुर में चार इंच, केलांग में सात इंच, कोकसर में दस इंच और रोहतांग में एक फुट से ज्यादा ताजा हिमपात होने की सूचना है।	SADNESS	SADNESS
धान की फसल के लिए सबसे अधिक सिंचाई की आवश्यकता होती है।	NO-EMOTION	NO-EMOTION
सरकारी टेलीविजन के अनुसार , दक्षिणी स्वीडन में दो लोगों की मौत उनकी कारों पर पेड़ गिरने से हो गई जबकि एक तीसरे व्यक्ति को कार ने टक्कर मार दी , जिससे उसकी मौत हो गई।	SYMPATHY/PENSIVENESS	SADNESS
वाशिंगटन. अमेरिका में भयानक बर्फीले क्रिसमस तूफान ने 7 लोगों की जान ले ली है तथा इसके कारण बुधवार को 200 से ज्यादा उड़ानें रद्द करनी पड़ी हैं।	SADNESS	SADNESS
चारों जवान पेट्रोलिंग के लिए निकले थे।	SADNESS	SADNESS
दल में शामिल सभी पर्यटकों एवं अन्य पोर्टरों को मंगलवार देर रात ही सुरक्षित निकाल लिया गया था।	JOY	JOY
कृषि विभाग के आंकड़े बताते हैं कि 19 जुलाई तक पूरे प्रदेश में मात्र 204 मिमी बारिश हुई है, जो सामान्य से लगभग आधी है।	SADNESS	FEAR/ANXIETY
इंडियाना प्रांत में बर्फीली फिसलन के कारण 157 गाड़ियां आपस में भिड़ गई हैं।	SADNESS	SADNESS
जम्मू कश्मीर के लद्दाख में 3 लददाख स्काउटस के चार सैनिको की भारी के दौरान मौत हो गई।	SADNESS	SADNESS
हिमस्खलन में पांच मकान बर्फ के नीचे दब गए हैं, अभी यह स्पष्ट नहीं है कि कितने लोग से प्रभावित हुए हैं।	SADNESS	SADNESS
बता दें कि 12 दिसंबर को कुपवाड़ा में हिमस्खलन हुआ था, जिसमें एक जवान की मौत हो गई थी।	SADNESS	SADNESS
तुर्की ने प्रतिबंधित संगठन कुर्दिस्तान वर्कर्स पार्टी (पीकेके) के खिलाफ भी अभियान छेड़ रखा है।	OPTIMISM	DISGUST
अल्मोड़ा और मसूरी का न्यूनतम तापमान जमाव बिंदु से नीचे है।	SADNESS	SADNESS
गर्म हवाओं के स्थान पर ठंडी हवाएं बह रही थीं।	SADNESS	JOY
वहीं ला यूनियन प्रांत में तूफान के कारण हुए एक सड़क हादसे में एक महिला की मौत हो गयी जबकि सात अन्य लोग घायल हो गए।	SADNESS	SYMPATHY/PENSIVENESS
पुणे और दिल्‍ली में इसके ट्रायल चल रहे हैं।	SADNESS	SADNESS
ऑफिशियल्स ने न्यूज एजेंसी से कहा कि साधना टॉप एरिया के पास शुक्रवार को एवलॉन्च आया।	OPTIMISM	SADNESS
इसके बाद से माउंट एवरेस्ट के लिए अभियानों में भारी कमी आई है।अक्टूबर	SADNESS	SADNESS
उस समय वहां पुलिसकमिर्यों की परेड चल रही थी , जिस पर हमलावरों ने अंधाधुंध फायरिंग और ग्रेनेड फेंकना शुरू कर दिया।	FEAR/ANXIETY	FEAR/ANXIETY
तब से घाटी में जेईएम की कोई मौजूदगी नहीं है।	JOY	OPTIMISM
अफगानिस्तान में बर्फीले तूफान से 100 लोगों की मौत; भारत में चेतावनी जारी	FEAR/ANXIETY	FEAR/ANXIETY
ट्रैकिंग एजेंसी की टीम ने रेस्क्यू अभियान चलाकर पोर्टर के शव को एवलांच से निकालकर गंगोत्री पहुंचाया।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
फ्रांस और इटली में कुछ जगहों पर सात फीट तक बर्फ बिछी हुई है।	SADNESS	SADNESS
कश्मीर में इन दिनों ‘चिल्लई कलां’ के दिन चल रहे हैं।	SADNESS	SYMPATHY/PENSIVENESS
सोलन में दिनभर धूप खिली रही।	SADNESS	JOY
अधिकारी का कहना था कि पुलिस ने हमलावर को रोकने की कोशिश की लेकिन उसने पहले ही धमाका कर दिया।	OPTIMISM	FEAR/ANXIETY
ढाका	NO-EMOTION	NO-EMOTION
नई दिल्ली।	NO-EMOTION	NO-EMOTION
फिलहाल, इलाके की घेराबंदी कर दी गई है और आतंकियों की तलाश की जा रही है।	OPTIMISM	OPTIMISM
आंधी द्वारा मचाई गई इस तबाही का नजारा आज सुबह रोशनी होने के बाद उस समय दिखाई देने लगा जब नगर में जिस तरफ नजर दौड़ाई जा रही थी तो सड़कों पर बड़ी मात्रा में चारों ओर छतें, गिरे हुए पेड़ और बिजली के खंभे ही दिखाई दे रहे थे।	SADNESS	SYMPATHY/PENSIVENESS
